category,title,body
Career,How Many Job Changes in a Career is Normal,"<h1><b>How Many Job Changes in a Career is Normal?</b></h1><p>The Bureau of Labor Statistics does not track job changes, so hard data concerning how many job changes are normal in a career does not exist. However, one of the most repeated claims in recent years is that the average worker will have seven different jobs in his or her lifetime.</p><p><a href=""http://online.wsj.com/news/articles/SB10001424052748704206804575468162805877990"">How exactly the number seven gained traction remains a mystery</a>. Some job experts and economists claim that such a high number is implausible, but there are workers who have changed jobs that many times or more, so it's not impossible. Millennials are known for changing jobs quite frequently.</p><p>The Millennial generation includes those people born between 1977 and 1997. According to a <a href=""http://www.forbes.com/sites/jeannemeister/2012/08/14/job-hopping-is-the-new-normal-for-millennials-three-ways-to-prevent-a-human-resource-nightmare/"">survey by Future Workplace</a> entitled ""Multiple Generations at Work,"" 91 percent of Millennials expect to stay at a job for less than three years. With that figure, Millennials will experience about 15 to 20 career changes in a lifetime.To think, job researchers and economists think that<i>seven</i>job changes in a career is considered high.<br></p><h3>Nothing New</h3><p></p><p>It sounds like a new trend, but early and frequent job changes have always been common. Most people do not stay at the same job they had in high school for their entire lives, or remain in their college jobs, and many don't remain at their first post-college, entry-level position for a lifetime.</p><p>Even the Baby Boomers shopped around settling down at a particular position or company. It often takes more than one or two jobs before a person finds solid footing in the workforce. Statistics from the Labor Department, however, suggest the amount of time American adults have spent with the same employer hasnt changed much over the years:</p><p></p><ul><li>In 1996, 9 percent of workers had been with their employer for 20 years or more. In 2008, 10.3 percent of workers had been with the same employer for at least 20 years.</li><li>In 1996, the average workers tenure with his or her current employer was 3.8 years. In 2000, that number had dropped slightly to 3.5 years; but by 2008, it had risen to 4.1 years.</li></ul><p></p><p><a></a>The statistics from 2008 represent the latest available data, so take these stats with a small grain of salt. The workscape changed dramatically with the 2008 recession and its aftermath.</p><p></p><h3><b>What Can You Do to Be Prepared for Job Changes?</b></h3><p></p><p>If job hopping is the norm, then job seekers need to be versatile. Workers must adapt to the changing workforce. It's no longer just a question of going to college to become better prepared for a particular job; it's the realization that you may need to go back to school again, learn a trade or get an alternative certificate later in your career. After all, it's always good to keep one's options open regarding opportunities that may present themselves. Remain flexible and diversified if you feel there are other outlets for you to explore professionally.</p><p></p><p>The American author F. Scott Fitzgerald famously said, ""There are no second acts in American lives."" Not so, F. Scott. Apparently there are seven acts, and what's considered a normal number of job changes in a career is only going to keep changing.</p><p></p><p></p><p></p><p></p><p></p><p></p>"
Job Search Tips,Use Loose Connections to Get Your Next Job,"<h2><b>Use Loose Connection to Get Your Next Job</b></h2> <p></p> <p>The conventional way to get a job is to scour job ads, send your resum to employers and wait for a response. But this is not always the most effective way to get a job. Many positions are not advertised or are promised to someone who knows someone. Another way to get a job that requires a little more work but often nets big results is to network with ""loose connections,"" those acquaintances who work in your industry but who are not necessarily close friends. Indeed, <a href=""http://www.forbes.com/sites/susanadams/2011/06/07/networking-is-still-the-best-way-to-find-a-job-survey-says/"">Forbes</a> reports that in 2011 some 41 percent of individuals found their jobs through such networking. </p> <h3><b>Practice Your Small Talk Skills</b></h3> <p>You never know who may be connected to the industry in which you want to work, so its important to be open to meeting people wherever you go. Practice making small talk with people in stores, at parties and on the street. Find out what they do. Tell them what you do and what you are trying to do with your career.</p> <h3><b>Be Specific About What You Want</b></h3> <p>Your loose connections may want to help, but if you aren't specific enough they won't be able to assist you. Be clear about the kind of job you want. In addition to knowing the industry, you should understand:</p> <p></p><ul><li>The position you're seeking<br></li><li>The types of skills you want to use<br></li><li>The salary range you want<br></li></ul><p></p> <p>Once you figure it out, synthesize it into a statement you can make when telling your connections about your job hunt.</p> <h3><b>Mention Your Job Search Naturally</b></h3> <p>When talking to your acquaintances, don't just blurt out that you are looking for work. Let it come up naturally in conversation. For example, mention that you're looking for a job only when your acquaintances ask what you have been up to or when they talk about their jobs. </p> <p></p> <h3><b>Meet People Who are Tangentially Related</b></h3> <p>Don't limit your networking efforts to people who are directly connected to the industry you want to work for. You never know who may have the connections you need to get where you want to go. Be open to meeting all sorts of people. The more people you get to know, the more likely you are to meet someone who can let you in on job opportunities or put in a good word for you at a particular company. </p> <h3><b>Ask For References</b></h3> <p>One of the best ways to find a job is to directly contact people who you would like to use as references. Tell these individuals about the kind of job you are looking for and ask them if they would be willing to serve as references. They may have ideas for where to look. Even if they don't, they will be aware you are job hunting, which may start them thinking. It also ensuresthat you will have references when you do apply for jobs.</p><p></p> <p></p> <p>It can be unnerving to talk to connections about jobs, especially if you don't know them that well. Just remember that most people are happy to help. Be confident and kind when talking to loose connections and you will get job leads you otherwise wouldn't know existed.</p> <p></p> <p></p>"
Interviews,What to do if you Get Flustered During a Job Interview,"<h1>What to Do if You Get Flustered During a Job Interview</h1><p>Nervous about your job interview? Don't worry. You're not alone. An overwhelming majority of job seekers are. Whether you're under-qualified, overqualified or properly experienced, nerves can strike at any time during a job interview. So what do you do when this happens? Take deep breaths? Recite mantras? Meditate? Not if you want the interview to continue. If you're in a job interview and catch a case of the jitters, here's what you should do.</p><h3>Revert to Conversation Mode</h3><div>Being interviewed can be a little intense. You are asked questions, and those questions are followed up by silence and note-taking. It can seem more like an interrogation and less like a job interview. If you start to feel a bit flustered at this point, think of your interview as an everyday conversation. <i><a href=""http://www.forbes.com/pictures/efkk45ehgee/think-of-the-interview-as-a-conversation/"">Forbes</a></i> recommends considering the interview as a conversation between yourself and someone you know. Imagine you're getting to know each other better by having a Q&A dialogue.</div><div><br></div><div>Also, remember that you may not be the only one with a case of the heebie-geebies. Interviewing managers might also suffer from performance anxiety and feel a little nervous about having a one-on-one conversation with a person they don't know. If you come across as warm and friendly, the interviewer's body language will change, which can help ease everyone's nerves.</div><h3>Put Your Body in a Relaxed Position</h3><div>Body language can change the dynamics of a conversation. It also changes the way you feel during a nervous situation. If you feel yourself trembling or your muscles tensing, give in. Tense your muscles purposely. Squeeze your hands tightly, then let them go limp (do the same with your legs and arms, if you can). This helps you release nervous energy without being noticed.</div><h3>Remember Your Greatness</h3><div>The only reason you came in for this interview is because you felt you were good enough to get the job. That is why you've come this far, right? So, remember: They need you, and you have the skills, know-how and drive to prove it. Let the fact that you were chosen to interview among all of the candidates help you refocus and come across as confident and energetic.</div><h3>Admit that You're Nervous</h3><div>There may come a time where your nerves are so apparent that you just can't hide them. If your voice begins to tremble or you start shaking, <a href=""http://theundercoverrecruiter.com/nervous-wreck-5-ways-shake-your-job-interview-anxiety/"">tell the recruiting manager that you're nervous</a>. If you begin to stumble over words or you blank out during a question, politely apologize and let the recruiter know you're having a case of the nerves. Nine times out of 10, the recruiter will tell you that you're doing fine.</div><h3>Pre-Interview Prep</h3><div>To eliminate the risk of having a case of the nerves in an interview, do some role-play before you arrive. Have a friend act as the interviewer and ask you common interview questions. Practice answering these questions with full confidence. The more you practice, the less nervous you will be on the day of your job interview. On that day, wake up early, head out to the interview and take a few deep breaths before heading inside. It works.</div>"
Career,5 Successful People Who Started New Careers After 40,"<h1>5 Successful People Who Started New Careers After 40</h1><p>The phrase <i>""</i>It's never too late to teach an old dog new tricks"" isn't just something that pertains to our canine friends. It can be applied to people as well. If there is one thing at which people are capable, it is the ability to adapt. Using that ability, we can take on challenges that at first glance or thought would seem impossible. Flexibility can be put to use in just about any phase of life, but it is especially effective when considering new careers after 40. Here are some great examples of getting started in a new career later in life.</p><h3><b>Ronald Reagan</b> </h3><p>While most of us know Ronald Reagan from his time as president, he was also a fairly successful actor earlier in his life. He even served as president of the Screen Actors Guild. Reagan was 55 years old when he was elected to his first political office, becoming the Governor of California in 1966. Being the spokesman for General Electric, as well as an actor, might not seem like surefire ingredients for a two-term president, but it worked quite well in his case.</p><h3><b>Jack Cover</b></h3><p>Probably the least recognizable name on this list is Jack Cover. While his name might not jump out at you, chances are you know about his invention, the Taser. The early years of Cover's life are impressive; he was a nuclear physicist and worked in the fields of defense and aerospace, even helping his agency become one of the major contributors to NASA's Apollo space program. While Cover was busy in his early avionics career, he followed the news closely. He was compelled by stories of hijackings and invented a non-lethal weapon that is now used in more than 13,000 police and military installations and by nearly 185,000 people globally. Cover was 50 when he began his new career and his new company, Taser, Inc.</p><h3><b>Grandma Moses</b></h3><p>Ana Mary Robertson, more commonly known as Grandma Moses, was definitely a late bloomer. For most of her life, she enjoyed working on her Virginia farm, selling potato chips and embroidering intricate pictures as a hobby. Advancing age and arthritis caused her to retire to her daughter's home in her 80s, and it became difficult for her to hold embroidery needles without pain. Her sister suggested she try painting instead, and Robertson decided to channel her creative talents there. Good thing she picked up the paint brush because she became known as one of the greatest American folk artists, creating several well-known pieces of art and selling out art exhibitions around the country.</p><h3><b>Colonel Sanders</b></h3><p>While most people know the colonel as the head of Kentucky Fried Chicken, he also held many other jobs during his earlier life. After falsifying documents to join the United States Army at the age of 15, he went on to hold various other jobs including insurance salesman, firefighter for the railroad, steamboat pilot and even farmer. At the age of 40, he opened up a service station; he also cooked steaks, country ham and chicken dishes. With his reputation for good food growing, he moved to a 142-seat restaurant adjoining a motel, where he created the now-famous recipe for Kentucky Fried Chicken. When the opening of a new interstate cut into his profits, he decided to take his show on the road and he started franchising KFC nationwide.</p><div><div><h3><b>Vera Wang</b></h3><p>Most people know Vera Wang as a famous fashion designer. Few people realize that Vera was once a talented figure skater, a career path that ended with her failure to make the U.S. Olympics team. She began a new career as an editor at Vogue magazine but was passed over for the position of editor-in-chief at the magazine. She then threw herself into her love of fashion. At the age of 40, she started designing wedding dresses and has become one of the most famous fashion designers of our time.</p><p>Use these people as inspiration for considering a new career after 40. Start your search at <a href=""http://www.simplyhired.com/"">Simply Hired</a> today!</p></div></div>"
Career,The Classy Way to Leave a Job,"<h1><b>The Classy Way to Leave a Job</b></h1><p>Plan to leave your current job soon? Try to make your exit without burning any bridges. Oh, sure, you might dream of sending a scathing email to your boss or simply walking out of the building with all of the break room granola bars, but these actions are much less satisfying than you imagine. In fact, they can have long-term consequences. If you want to avoid damaging your reputation, and you want to set yourself up for a better job down the road, always leave your job with class. <br></p> <h3><b>Avoid spreading the news too early </b></h3> <p>If your choice to leave your job is a planned move rather than a spur-of-the-moment decision, you will probably spend some time looking for a new job first. If you have become friendly with your coworkers, it is tempting to tell them about your job search, especially once you have found a promising lead. But this type of information has a tendency to spread around the office, in which case your boss could find out about your departure before you have a chance to tell him or her yourself. This is why <a href=""http://www.fastcompany.com/1824779/how-quit-your-job-gracefully-if-youre-not-greg-smith"">Fast Company</a> advises you to stay quiet until you tell your boss the official news. <br></p> <h3><b>Preserve relationships </b></h3> <p>You never know when a job contact can be useful in the future, so make an effort to stay in touch with managers, coworkers, clients and vendors. Whether you are choosing to leave or are being laid off or fired, thanking the people who helped you during your time at your current job is a good idea. You can send an email or simply shake hands and thank them in person on your way out. <a href=""http://money.usnews.com/money/blogs/outside-voices-careers/2012/06/04/10-tips-for-leaving-your-job-gracefully-"">U.S. News & World Report</a> even suggests that you get some references in writing, either before you leave or shortly afterward. You can also ask to use a manager or a coworker as a reference for your next job. <br></p> <h3><b>Collect helpful information </b></h3> <p>Before you leave, you should get the contact information of colleagues so you can easily stay in touch. Also, keep samples of your work so you can show future employers any writing, designs or other work you have done. Just be sure to check with HR or your boss to make sure this is not against the rules.</p><p>Before you leave, take a tip from <a href=""http://blogs.hbr.org/2010/11/leave-your-job-the-classy-way/"">Harvard Business Review</a> and create a Smile File. This should consist of thank-you notes from your boss, emails complimenting your work, great reviews and any awards you won at that job. Not only will this collection of positive things boost your morale, but it could even help you land your next position.<br></p> <h3><b>Help your employer find a replacement </b></h3> <p>It is still customary to give notice two weeks before you leave a job, though you might want to give more notice if you think it will take longer than two weeks to find your replacement. In fact, some particularly helpful employees go out of their way to ensure a smooth transition for their replacement, boss and the company as a whole. If you still respect your employer and really want to help, this article in<a href=""http://www.huffingtonpost.com/jaleh-bisharat/how-to-quit-a-job_b_3877020.html"">The Huffington Post</a> advises you to make a cheat sheet for your replacement.</p><p>Make note of everything the new hire needs to know to thrive in the position, and include log-in information, file locations and helpful tips you have learned over the years. You can even volunteer to help advertise the job opening and interview applicants, which should help you get a positive reference from your boss. </p>"
Resumes,Never Use the Same Resume Twice,"<h1>Never Use the Same Resume Twice</h1><p>If you upload or mail the same resume every time you apply to a new position, youre missing out on an opportunity to stand out and get noticed. The good news is that you can change your resume strategy right now and improve your chances of landing the next job you want.</p><h3>Why you should customize your resumes</h3><p>Each position you apply for is unique. The resume you use should be also be unique. You could argue that the positions youre applying for are all the same because they have the same job title. You might argue that you are the same employee, regardless of the position for which youre applying.</p><p>Its true that many positions are similar, but that does not make them the same. The differences might be small, but those small differences mean a lot to the recruiters who select applicants. By customizing your resume, you can demonstrate your unique qualifications for each position.</p><p>Consider the difference between a store-bought suit and a tailored suit. They the man makes the suit, and its the resume that sells that man (or woman) to a prospective employer. A tailored resume is more likely to win you that interview.</p><p>According to <a href=""http://www.forbes.com/sites/jacquelynsmith/2013/04/01/12-myths-about-writing-your-resume/"">Forbes</a>, Tina Nicolai, a resume writer and executive career coach, agrees, saying, ""Recruiters have little time to read through the piles of resumes. Do yourself a favor and take the time to focus your resume on the exact position you are seeking.""By tailoring your resume, you can focus a recruiter's attention on how you fit the exact position the recruiter is looking to fill.</p><h3>How do you tailor your resume to the position?</h3><p>According to the <a href=""http://www.wisconsinjobcenter.org/publications/9433/9433.htm"">Job Center of Wisconsin</a>, there are some basic things you need to know before writing your own resume, including:</p><ul><li>The duties listed in a job advertisement (so you can match your skills to the skills needed to do the job)</li><li>The education and experience required (so you can match it to your education and experience)</li></ul><p>If you concentrate on those two factors, youll be in a better position to create a tailored resume, and you can improve your chances by digging a little deeper. Check out the companys website and see what it has to say about what the organization does. Look at corporate culture, and use what youve learned to tailor your resume to the organization as well as the position.</p><p>Start with a basic resume, but dont stop there. Go through each portion of your resume and adjust it to the specific needs of the position.</p><p>This may include:</p><ul><li>Using different examples to demonstrate relevant achievements</li><li>Using different keywords to target your qualifications to the requirements</li><li>Adding or subtracting information that is or isnt relevant to this particular employer</li><li><a></a>Inserting keywords the employer uses to describe the industry and organizational culture</li></ul><p>According to the <a href=""http://www.wisconsinjobcenter.org/publications/9433/9433.htm"">Job Center of Wisconsin</a>, ""The best way to select information that belongs on your resume is to think like an employer."" Make sure your resume provides the information recruiters want in a way that gets their attention.</p><p>Creating a tailored resume is a good way to show the level of conscientiousness you will bring to your work. It takes a little more effort, but that extra effort could be the difference between landing a job and continuing your search for suitable employment.</p><p></p>"
Interviews,How to Answer the Question What is Your Greatest Weakness?,"<h1>How to Answer 'What is Your Greatest Weakness?'</h1><p>One of the most dreaded interview questions is the one that inquires about your greatest weakness. After all, no one wants to admit their shortcomings to someone who has the power to offer them a job. According to <a href=""http://www.businessinsider.com/why-employers-ask-you-certain-interview-questions-2013-8"">Business Insider</a>, interviewers who ask this question assume applicants will be caught off guard, at which point they will tell them their weakness without thinking it through first. This means that to avoid possibly ruining a chance of getting a job you should make sure you are prepared with a good answer. Here are some effective ways to answer the dreaded question, ""What is Your Greatest Weakness?""<br></p> <h3><b>Reveal a Weakness That Wouldn't Affect Your Position </b></h3> <p>According to <a href=""http://www.forbes.com/sites/work-in-progress/2013/01/21/how-to-answer-the-dreaded-what-is-your-biggest-weakness-interview-question/"">Forbes</a>, you should be strategic when you select your answer to this question and take into account what your responsibilities would entail if you got the job. Choose a weakness that would not negatively affect your performance. For example, if you are applying to be a teacher, admitting you have a fear of speaking in front of groups would be inadvisable since that's a large part of the job. Similarly, if you're applying to be a reporter for a newspaper that has deadlines each day, you don't want to admit your inability to adhere to a tight schedule. Instead, you would be better off focusing on your difficulty with math, since this is less likely to affect your job as a writer. <br></p> <h3><b>Be Honest </b></h3> <p><a href=""http://money.usnews.com/money/blogs/outside-voices-careers/2012/08/23/the-best-answers-for-3-sticky-interview-questions"">U.S. News & World Report</a> advises job seekers to avoid lying when answering this question. Everyone has weaknesses, and you're not going to fool anyone into thinking you're the exception. Even if you take the common tactic of pretending a strength is really a weakness, such as perfectionism, the interviewer will see right through this trick. Instead, be honest about your weakness, but follow up your admission with an explanation of how you are trying to improve. For example, if you are not great at time management, let the interviewer know you have started using to-do lists that have kept you on task. This shows that you are both honest and willing to work to fix your shortcomings.  <br></p> <h3><b>Replace Your Answer with a Wise or Witty Quote </b></h3> <p>If you cannot think of a weakness you want the interviewer to know about, you might be able to get away with offering up a witty quote instead. According to <a href=""http://www.dailymail.co.uk/femail/article-2088549/My-greatest-weakness-Job-interviews.html"">The Daily Mail</a>, interviewers sometimes ask this question just to see how well applicants can think on their feet. If you have a quote or short anecdote about what a mentor once taught you about the importance of focusing on strengths, not weaknesses, you can mention that. This tactic has worked for a number of applicants, but it requires some confidence so you can rattle it off with conviction rather than looking like you are trying to get out of revealing your greatest weakness. <br></p>"
Career,What a Career Coach Does,"<h1>Is a Career Coach Right for You?<br></h1> <p>If you spend time on the Internet searching for jobs, chances are youve seen advertisements for career coaches. Perhaps youve even wondered if a professional career coach can help you find a better job. Let's explore.</p> <h3>What does a career coach do? </h3> <p>A career coach will work with you to help you identify your professional strengths and weaknesses. This may involve assessing your talents at negotiating, communicating and presenting your work, as well as your skills at applying yourself. A coach will also help you examine where you are in your career, why youre there and whether or not its where you truly want to be.In addition, if youre between jobs, a coach can help you utilize your skills and tools to their fullest potential when it comes to marketing, networking and maneuvering yourself into that ideal job.</p> <p>As for pros and cons, a career coach will:</p> <p></p><ul><li>Help you prioritize your professional needs<br></li><li>Help you identify and market your skills<br></li><li>Help you pinpoint what youre doing right and what youre doing wrong in your career<br></li></ul><p></p> <p>A career coach wont:</p> <p></p><ul><li>Get you a job<br></li><li>Be free</li></ul><p></p> <h3>Can a coach get you a job?</h3> <p>The short answer to that question is ""no."" A good coach, however, can give you the tools and the self-confidence to help you identify the right job, as well as help you find the shortest, most effective path to getting hired. </p> <h3>Will an executive coach get you an executive job?</h3> <p>Executive coaches specialize in helping corporate employees work their way up the proverbial company ladder. There are, however, some exceptions. For example, a good executive coach may help you realize that youre not only on the wrong rung, but youre also on the wrong ladder altogether. By analyzing the good and the bad elements of your professional life, you and your coach can determine whether or not youre in the right company or even in the right industry. </p> <h3>Does a career coach help everyone?</h3> <p>A coach can advise you, but ultimately youll still have to temper your ambitions with a heavy dose of reality. For example, if youve always wanted to quit work and open up a hot air balloon business, then a career counselor can help you figure out how you can do this and may even give you the encouragement you need. If you dont have the financial capital, youll still need to hang on to your current job for a bit longer. Your coach isnt going to make miracles happen. </p> <p>Many coaches come with accreditation from groups, such as the <a href=""http://www.coachfederation.org/"">International Coach Federation</a>, so talk to your coach about his or her credentials. As with any type of mentoring experience, people occasionally <a href=""http://www.forbes.com/sites/kathycaprino/2012/03/07/when-career-coaching-is-a-waste-of-your-money/"">report bad experiences</a> with their career counselors, but this could be because of factors such as inexperience on the coachs part or simply a lack of chemistry and understanding between coach and client.</p> <p>If youre interested in hiring a career coach, the best thing you can do is get recommendations. Talk to friends and colleagues, research websites and get as many professional references as you can. By doing a bit of homework and keeping an open mind, you can find a coach who can help you get your career moving in the right direction.</p>"
Job Search Tips,Where to Find Job Salaries,"<h1>Where to Find Job Salaries</h1><p>Job salaries used to be closely guarded secrets, and until recently, it was nearly impossible to make systematic comparisons between two different career paths or between salary levels for the same job in two geographic regions. Now, however, salary information is abundant, and you can do a variety of statistical searches. Here are some of the best places to find good in-depth information:</p><h3>The Bureau of Labor Statistics (BLS)</h3><p>The <a href=""http://www.bls.gov/bls/blswage.htm"">BLS</a> is part of the U.S. Department of Labor and is responsible for gathering and sharing all kinds of statistics related to the countrys workforce. The most useful entry point into this massive storehouse of information is the <a href=""http://www.bls.gov/ooh/"">Occupational Outlook Handbook</a>. From this main page, you can choose among occupation groups and click on the one that covers the job in which youre interested. You will land on a page with a summary of basic information for all the jobs in that group. Clicking on an individual job title brings you to a page focused on that single job, offering a range of detailed information. This information includes current salary figures and projected growth in the field in the next 10 years, as well as a lot of other relevant information. </p>The advantage of this federal website is that it gathers huge quantities of information, since it has access to statistics kept by the IRS and Department of Labor. The downside of the BLS website is its massive bureaucratic tradition; although its mandate is to provide information to the public, the sites sheer size and complexity make it cumbersome.<h3>Simply Hired</h3><div>Simply Hireds ""<a href=""http://www.simplyhired.com/salaries.html"">Simply Salary</a>"" page gathers data from all of the millions of job listings that its search engine compiles. This salary calculator allows you to enter skills as well as job titles, which allows for a broad, organic form of research. The results page explains how the average salary was arrived at, and then lists a collection of jobs with titles related to your search terms . On the right side of the page is a ""trends"" link, where you can access a visual graph of salary levels over the past year. Simply Hired also narrows searches down by location and allows users to shift their search from ""salaries"" to ""jobs."" <br><h3>Glassdoor</h3><p><a href=""http://www.glassdoor.com"">Glassdoor</a> is a career community. It provides inside information generated by people who actually work at the company you search for, so you can see reports from current employees on all sorts of workplace issues. You can search for salaries for a given job title, profession or company and narrow your search down by region. Based on ratings from current workers, Glassdoor has features such as ""Top 25 Companies to Work for"" and ""Top Companies for Work-Life Balance."" Applying the power of user reviews to rank employers helps tilt the power balance in the direction of the worker.</p><h3>Salary.com</h3><p>This site offers a ""<a href=""http://salary.com/category/salary/"">U.S. Salary Wizard</a>,"" which allows you to search for job salaries either by category or income level, integrated with a particular region. It does not allow searches by company, as Glassdoor does, but it does offer the functionality of a special paid personal salary report. This report is customized according to multiple variables and is intended to help you with negotiating a current or future salary.</p><h3>PayScale</h3><p><a href=""http://payscale.com"">PayScale</a> offers the same ability to search for a particular job function and location, and it puts special focus on trending statistics, offering reports on trends indexed by city, industry, company or job category. PayScale also offers a number of additional features, including a ""Cost of Living"" calculator and a ranking of colleges according to the pay levels of their graduates.</p><p>These resources allow you to conduct your job search confidently, armed with all the information you could possibly need on job salaries in your field.</p></div>"
Resumes,What to Leave Out of a Cover Letter,"<h1><b>What to Leave Out of a Cover Letter</b></h1><p></p><p>A good cover letter spotlights a candidates strengths and how he or she would fit into an organization. Unfortunately, too many applicants fail to write a good cover letter, which generally can be attributed to these three reasons:</p><p></p><ul><li>They dont include enough information.<br></li><li>They include too much information.<br></li><li>They dont include the right kind of information.<br></li></ul><p></p><p>Making these mistakes can lead to few or no job interviews, which will harm your career prospects. To improve your chances of getting a phone call from an employer, learn what to leave out of a cover letter. </p><h3><b>Generic Language</b></h3><p>A cover letter is not simply a one-paragraph statement of your interest in a position. It is a place for you to sell your qualifications to an employer. To do this, you need to write a unique cover letter for each job for which you are applying. <a href=""http://ucs.yalecollege.yale.edu/content/cover-letters"">Yale College</a> recommends that you explain how your experience meets the qualifications of the job and how your skills could benefit the organization. This is also a good opportunity for you to show your knowledge of the company, a move that always impresses a hiring manager.</p><h3><b>Excessive Wordiness</b></h3><p>Corporate recruiting strategist<a href=""http://www.ere.net/2013/05/20/why-you-cant-get-a-job-recruiting-explained-by-the-numbers/"">John Sullivan</a>says that a company receives an average of 250 resumes for every job opening. Hiring managers do not have time to read all the cover letters that are included, and they appreciate ones that that are short and to the point. If you send a cover letter that exceeds one page, it is more likely to end up in the trash bin rather than in the potential interview pile.</p><h3><b>Summarizing the Resume</b></h3><p>In<a href=""http://www.forbes.com/sites/sethporges/2012/08/29/6-secrets-to-writing-a-great-cover-letter/"">Forbes</a>, veteran writer Seth Porges says that many people mistakenly assume that a cover letter is just a repeat of the resume in letter form. Because the employer already has a copy of your resume, summarizing it will not improve your chances of getting an interview. Porges recommends that you use the cover letter to show your personality and knowledge of the field and the company for which you are applying. You can choose to reference an experience or event listed on your resume, but do so only to explain how that that event provided you with the skills or experience that would make you a better candidate for the position.</p><h3><b>Talking About College</b></h3><p><a href=""http://www.slate.com/articles/business/moneybox/2013/08/cover_letter_writing_advice_how_to_write_a_cover_letter_for_an_entry_level.html"">Katherine Goldstein</a>, innovations editor for <i>Slate</i>, has reviewed hundreds of resumes and cover letters during her tenure with the online magazine. One of her biggest pet peeves is when the cover letter talks about college, especially after the applicant has graduated. Like most employers, she is only interested in experience that will help her company. Goldsteins advice is that if youre not currently a student, do not mention your GPA, your Ivy League education, your college coursework or your senior thesis in your cover letter. And definitely do not attach a chapter of the thesis to your application.</p><h3><b>Not Following Instructions</b></h3><p>When Goldstein posts job openings, she frequently includes specific instructions for applying to the position. She does this, in part, to gauge respondents ability to follow instructions and see how detail-oriented they are. If they fail to follow instructions to the letter, they may be disqualified. To avoid having your cover letter and resume thrown in the reject pile, Goldstein recommends that you read the submission instructions very carefully and follow them.</p>"
Interviews,What You Don't Have to Say During a Job Interview,"<h1><b>What You Dont Have to Say During a Job Interview</b></h1><p>As you prepare to answer tough job interview questions, you should know that you don't have to answer them all. That's because some are illegal for the interviewer to ask. If an interviewer asks you, more often than not by accident, about any of the following details, consider your answer carefully. Formulate a response that relates to your qualifications for job, and leave out personal details that could lead to discrimination during the hiring process.</p><p></p><ul><li><b>Age</b>: According to this handy piece in<a href=""http://usatoday30.usatoday.com/careers/resources/interviewillegal.htm"">USA Today</a>, the interviewer only needs to know if you are over the age of 18. You can answer this question, but you do not have to reveal your exact age or birth date. You do not even have to say when you graduated from college, since this is a sneaky way to estimate your age.</li><li><b>Health and disabilities</b>: All that should matter is that you are able to complete the duties of the job. While interviewers can ask if you can lift a certain amount of weight and reach a specific height, they are not allowed to ask how much you weigh, how tall you are or if you have had any recent illnesses or surgeries. The only time they can inquire about these details is after you are offered the job, at which point they will have to make reasonable accommodations for you.<br></li><li><b>Language and nationality</b>: It might seem like a harmless question when interviewers ask you if they detect a foreign accent, but this is getting into dangerous territory. Thats because, according to <a href=""http://www.businessinsider.com/11-illegal-interview-questions-2013-7?op=1"">Business Insider</a>, they are not allowed to ask about your country of origin or native language. You only have to say you are eligible to work in the U.S., and then you can ignore more specific questions of this nature.<br></li><li><b>Debt</b>: Business Insider reports that employers need to have your express permission to find out about your credit history. At that point, they will probably just run a credit check rather than ask about it during the interview, so do not feel pressured to answer direct questions about your credit record or amount of debt.<br></li><li><b>Arrest record</b>: Interviewers can legally ask if you have been convicted of a crime that relates to the position for which you are interviewing. But that doesnt mean they can ask for all the details about your arrest record. So if the job would entail driving, they can ask if you have a DUI on your record, but this question would not be appropriate during an interview for a copy-writing position.<br></li><li><b>Religion</b>: It is illegal to ask about religion, and you can refuse to answer any questions about it. The only thing interviewers need to know is if you have any limitations that would affect your job, such as your willingness to work on Sundays. If this question is asked, feel free to answer honestly, leaving out any mention of your religion.<br></li><li><b>Marital status</b>: Interviewers are not supposed to come right out and ask if you are married or have kids, but they can ask questions about whether you would be willing to travel or work overtime. Be honest when you answer this question, but keep in mind that the job interview is not the time to mention that you would need to make childcare arrangements in advance. There will be plenty of time to determine these details once you get the job.</li></ul><p></p><p></p><p></p><p> </p>"
